縣市名稱,查報均價(元/20公斤(桶)),查報日期(年/月)
澎湖縣,686,202010
屏東縣,579,202010
臺東縣,635,202010
花蓮縣,633,202010
金門縣,658,202010
連江縣,655,202010
臺北市,734,202011
基隆市,692,202011
新北市,677,202011
宜蘭縣,613,202011
新竹市,650,202011
新竹縣,618,202011
桃園市,618,202011
苗栗縣,630,202011
臺中市,636,202011
彰化縣,595,202011
南投縣,615,202011
嘉義市,587,202011
嘉義縣,589,202011
雲林縣,599,202011
臺南市,638,202011
高雄市,634,202011
澎湖縣,716,202011
屏東縣,608,202011
臺東縣,665,202011
花蓮縣,666,202011
金門縣,692,202011
連江縣,685,202011
臺北市,754,202012
基隆市,719,202012
新北市,696,202012
宜蘭縣,630,202012
新竹市,670,202012
新竹縣,638,202012
桃園市,637,202012
苗栗縣,653,202012
臺中市,653,202012
彰化縣,615,202012
南投縣,636,202012
嘉義市,605,202012
嘉義縣,606,202012
雲林縣,621,202012
臺南市,656,202012
高雄市,654,202012
澎湖縣,736,202012
屏東縣,627,202012
臺東縣,685,202012
花蓮縣,687,202012
金門縣,712,202012
連江縣,705,202012
臺北市,756,202101
基隆市,716,202101
新北市,697,202101
宜蘭縣,630,202101
新竹市,657,202101
新竹縣,638,202101
桃園市,640,202101
苗栗縣,650,202101
臺中市,655,202101
彰化縣,615,202101
南投縣,634,202101
嘉義市,607,202101
嘉義縣,605,202101
雲林縣,620,202101
臺南市,656,202101
高雄市,655,202101
澎湖縣,735,202101
屏東縣,629,202101
臺東縣,684,202101
花蓮縣,688,202101
金門縣,716,202101
連江縣,705,202101
臺北市,750,202102
基隆市,715,202102
新北市,696,202102
宜蘭縣,629,202102
新竹市,657,202102
新竹縣,635,202102
桃園市,640,202102
苗栗縣,651,202102
臺中市,652,202102
彰化縣,615,202102
南投縣,632,202102
嘉義市,606,202102
嘉義縣,607,202102
雲林縣,620,202102
臺南市,655,202102
高雄市,656,202102
澎湖縣,735,202102
屏東縣,630,202102
臺東縣,684,202102
花蓮縣,678,202102
金門縣,712,202102
連江縣,705,202102
臺北市,753,202103
基隆市,722,202103
新北市,695,202103
宜蘭縣,631,202103
新竹市,660,202103
新竹縣,634,202103
桃園市,639,202103
苗栗縣,652,202103
臺中市,655,202103
彰化縣,616,202103
南投縣,634,202103
嘉義市,608,202103
嘉義縣,605,202103
雲林縣,616,202103
臺南市,655,202103
高雄市,655,202103
澎湖縣,735,202103
屏東縣,630,202103
臺東縣,683,202103
花蓮縣,683,202103
金門縣,710,202103
連江縣,705,202103
臺北市,753,202104
基隆市,719,202104
新北市,695,202104
宜蘭縣,635,202104
新竹市,660,202104
新竹縣,636,202104
桃園市,639,202104
苗栗縣,650,202104
臺中市,652,202104
彰化縣,617,202104
南投縣,630,202104
嘉義市,606,202104
嘉義縣,608,202104
雲林縣,617,202104
臺南市,656,202104
高雄市,655,202104
澎湖縣,735,202104
屏東縣,631,202104
臺東縣,684,202104
花蓮縣,680,202104
金門縣,716,202104
連江縣,705,202104
臺北市,757,202105
基隆市,718,202105
新北市,697,202105
宜蘭縣,630,202105
新竹市,660,202105
新竹縣,636,202105
桃園市,638,202105
苗栗縣,649,202105
臺中市,652,202105
彰化縣,617,202105
南投縣,634,202105
嘉義市,608,202105
嘉義縣,605,202105
雲林縣,621,202105
臺南市,655,202105
高雄市,656,202105
澎湖縣,735,202105
屏東縣,630,202105
臺東縣,686,202105
花蓮縣,681,202105
金門縣,714,202105
連江縣,705,202105
臺北市,755,202106
基隆市,718,202106
新北市,698,202106
宜蘭縣,630,202106
新竹市,657,202106
新竹縣,635,202106
桃園市,641,202106
苗栗縣,647,202106
臺中市,650,202106
彰化縣,616,202106
南投縣,628,202106
嘉義市,607,202106
嘉義縣,606,202106
雲林縣,620,202106
臺南市,654,202106
高雄市,655,202106
澎湖縣,735,202106
屏東縣,633,202106
臺東縣,685,202106
花蓮縣,683,202106
金門縣,712,202106
連江縣,705,202106
臺北市,756,202107
基隆市,719,202107
新北市,698,202107
宜蘭縣,632,202107
新竹市,657,202107
新竹縣,638,202107
桃園市,640,202107
苗栗縣,648,202107
臺中市,653,202107
彰化縣,615,202107
南投縣,632,202107
嘉義市,606,202107
嘉義縣,607,202107
雲林縣,618,202107
臺南市,654,202107
高雄市,656,202107
澎湖縣,735,202107
屏東縣,632,202107
臺東縣,686,202107
花蓮縣,679,202107
金門縣,714,202107
連江縣,705,202107
臺北市,757,202108
基隆市,717,202108
新北市,697,202108
宜蘭縣,631,202108
新竹市,660,202108
新竹縣,636,202108
桃園市,639,202108
苗栗縣,651,202108
臺中市,654,202108
彰化縣,614,202108
南投縣,628,202108
嘉義市,606,202108
嘉義縣,606,202108
雲林縣,622,202108
臺南市,657,202108
高雄市,655,202108
澎湖縣,735,202108
屏東縣,630,202108
臺東縣,686,202108
花蓮縣,685,202108
金門縣,712,202108
連江縣,705,202108
臺北市,760,202109
基隆市,718,202109
新北市,697,202109
宜蘭縣,634,202109
新竹市,660,202109
新竹縣,636,202109
桃園市,640,202109
苗栗縣,649,202109
臺中市,654,202109
彰化縣,616,202109
南投縣,631,202109
嘉義市,614,202109
嘉義縣,607,202109
雲林縣,620,202109
臺南市,654,202109
高雄市,657,202109
澎湖縣,735,202109
屏東縣,630,202109
臺東縣,686,202109
花蓮縣,681,202109
金門縣,716,202109
連江縣,705,202109
臺北市,756,202110
基隆市,713,202110
新北市,697,202110
宜蘭縣,632,202110
新竹市,657,202110
新竹縣,638,202110
桃園市,639,202110
苗栗縣,650,202110
臺中市,654,202110
彰化縣,617,202110
南投縣,632,202110
嘉義市,616,202110
嘉義縣,605,202110
雲林縣,618,202110
臺南市,655,202110
高雄市,654,202110
澎湖縣,735,202110
屏東縣,634,202110
臺東縣,687,202110
花蓮縣,678,202110
金門縣,714,202110
連江縣,705,202110
臺北市,759,202111
基隆市,719,202111
新北市,698,202111
宜蘭縣,631,202111
新竹市,657,202111
新竹縣,636,202111
桃園市,637,202111
苗栗縣,648,202111
臺中市,653,202111
彰化縣,616,202111
南投縣,634,202111
嘉義市,608,202111
嘉義縣,606,202111
雲林縣,620,202111
臺南市,653,202111
高雄市,657,202111
澎湖縣,736,202111
屏東縣,636,202111
臺東縣,686,202111
花蓮縣,682,202111
金門縣,716,202111
連江縣,705,202111
臺北市,753,202112
基隆市,719,202112
新北市,697,202112
宜蘭縣,633,202112
新竹市,660,202112
新竹縣,638,202112
桃園市,638,202112
苗栗縣,645,202112
臺中市,653,202112
彰化縣,616,202112
南投縣,630,202112
嘉義市,611,202112
嘉義縣,606,202112
雲林縣,618,202112
臺南市,655,202112
高雄市,657,202112
澎湖縣,735,202112
屏東縣,636,202112
臺東縣,684,202112
花蓮縣,682,202112
金門縣,710,202112
連江縣,705,202112
臺北市,755,202201
基隆市,726,202201
新北市,698,202201
宜蘭縣,633,202201
新竹市,657,202201
新竹縣,636,202201
桃園市,640,202201
苗栗縣,649,202201
臺中市,650,202201
彰化縣,615,202201
南投縣,630,202201
嘉義市,608,202201
嘉義縣,604,202201
雲林縣,619,202201
臺南市,653,202201
高雄市,658,202201
澎湖縣,735,202201
屏東縣,637,202201
臺東縣,683,202201
花蓮縣,680,202201
金門縣,714,202201
連江縣,705,202201
臺北市,756,202202
基隆市,723,202202
新北市,696,202202
宜蘭縣,631,202202
新竹市,660,202202
新竹縣,637,202202
桃園市,639,202202
苗栗縣,649,202202
臺中市,653,202202
彰化縣,616,202202
南投縣,633,202202
嘉義市,609,202202
嘉義縣,606,202202
雲林縣,618,202202
臺南市,657,202202
高雄市,657,202202
澎湖縣,735,202202
屏東縣,633,202202
臺東縣,685,202202
花蓮縣,676,202202
金門縣,712,202202
連江縣,705,202202
臺北市,762,202203
基隆市,719,202203
新北市,698,202203
宜蘭縣,633,202203
新竹市,657,202203
新竹縣,637,202203
桃園市,640,202203
苗栗縣,651,202203
臺中市,653,202203
彰化縣,616,202203
南投縣,631,202203
嘉義市,609,202203
嘉義縣,606,202203
雲林縣,620,202203
臺南市,658,202203
高雄市,662,202203
澎湖縣,736,202203
屏東縣,637,202203
臺東縣,687,202203
花蓮縣,679,202203
金門縣,716,202203
連江縣,705,202203
臺北市,758,202204
基隆市,721,202204
新北市,697,202204
宜蘭縣,633,202204
新竹市,660,202204
新竹縣,635,202204
桃園市,641,202204
苗栗縣,652,202204
臺中市,653,202204
彰化縣,616,202204
南投縣,632,202204
嘉義市,615,202204
嘉義縣,606,202204
雲林縣,619,202204
臺南市,660,202204
高雄市,664,202204
澎湖縣,736,202204
屏東縣,638,202204
臺東縣,686,202204
花蓮縣,675,202204
金門縣,712,202204
連江縣,705,202204
臺北市,757,202205
基隆市,719,202205
新北市,699,202205
宜蘭縣,635,202205
新竹市,660,202205
新竹縣,638,202205
桃園市,641,202205
苗栗縣,648,202205
臺中市,654,202205
彰化縣,616,202205
南投縣,628,202205
嘉義市,608,202205
嘉義縣,608,202205
雲林縣,618,202205
臺南市,661,202205
高雄市,668,202205
澎湖縣,736,202205
屏東縣,641,202205
臺東縣,686,202205
花蓮縣,677,202205
金門縣,714,202205
連江縣,705,202205
臺北市,754,202206
基隆市,721,202206
新北市,698,202206
宜蘭縣,632,202206
新竹市,660,202206
新竹縣,636,202206
桃園市,640,202206
苗栗縣,649,202206
臺中市,653,202206
彰化縣,617,202206
南投縣,630,202206
嘉義市,609,202206
嘉義縣,608,202206
雲林縣,617,202206
臺南市,662,202206
高雄市,668,202206
澎湖縣,736,202206
屏東縣,638,202206
臺東縣,684,202206
花蓮縣,681,202206
金門縣,712,202206
連江縣,705,202206
臺北市,758,202207
基隆市,723,202207
新北市,699,202207
宜蘭縣,635,202207
新竹市,660,202207
新竹縣,634,202207
桃園市,643,202207
苗栗縣,651,202207
臺中市,652,202207
彰化縣,618,202207
南投縣,632,202207
嘉義市,607,202207
嘉義縣,608,202207
雲林縣,618,202207
臺南市,664,202207
高雄市,671,202207
澎湖縣,736,202207
屏東縣,640,202207
臺東縣,687,202207
花蓮縣,675,202207
金門縣,714,202207
連江縣,705,202207
臺北市,760,202208
基隆市,728,202208
新北市,697,202208
宜蘭縣,635,202208
新竹市,660,202208
新竹縣,635,202208
桃園市,644,202208
苗栗縣,652,202208
臺中市,652,202208
彰化縣,617,202208
南投縣,630,202208
嘉義市,611,202208
嘉義縣,608,202208
雲林縣,620,202208
臺南市,659,202208
高雄市,669,202208
澎湖縣,736,202208
屏東縣,640,202208
臺東縣,687,202208
花蓮縣,675,202208
金門縣,714,202208
連江縣,705,202208
臺北市,758,202209
基隆市,724,202209
新北市,697,202209
宜蘭縣,635,202209
新竹市,660,202209
新竹縣,638,202209
桃園市,643,202209
苗栗縣,648,202209
臺中市,651,202209
彰化縣,617,202209
南投縣,632,202209
嘉義市,610,202209
嘉義縣,607,202209
雲林縣,619,202209
臺南市,660,202209
高雄市,668,202209
澎湖縣,736,202209
屏東縣,639,202209
臺東縣,687,202209
花蓮縣,678,202209
金門縣,712,202209
連江縣,705,202209
臺北市,756,202210
基隆市,721,202210
新北市,696,202210
宜蘭縣,636,202210
新竹市,658,202210
新竹縣,635,202210
桃園市,640,202210
苗栗縣,648,202210
臺中市,648,202210
彰化縣,616,202210
南投縣,632,202210
嘉義市,610,202210
嘉義縣,606,202210
雲林縣,620,202210
臺南市,661,202210
高雄市,670,202210
澎湖縣,733,202210
屏東縣,641,202210
臺東縣,681,202210
花蓮縣,672,202210
金門縣,717,202210
連江縣,705,202210
臺北市,758,202211
基隆市,717,202211
新北市,696,202211
宜蘭縣,635,202211
新竹市,658,202211
新竹縣,639,202211
桃園市,642,202211
苗栗縣,647,202211
臺中市,651,202211
彰化縣,616,202211
南投縣,632,202211
嘉義市,611,202211
嘉義縣,605,202211
雲林縣,619,202211
臺南市,661,202211
高雄市,670,202211
澎湖縣,733,202211
屏東縣,639,202211
臺東縣,678,202211
花蓮縣,676,202211
金門縣,717,202211
連江縣,750,202211
臺北市,758,202212
基隆市,718,202212
新北市,696,202212
宜蘭縣,634,202212
新竹市,658,202212
新竹縣,642,202212
桃園市,642,202212
苗栗縣,647,202212
臺中市,653,202212
彰化縣,617,202212
南投縣,634,202212
嘉義市,612,202212
嘉義縣,605,202212
雲林縣,618,202212
臺南市,660,202212
高雄市,669,202212
澎湖縣,733,202212
屏東縣,640,202212
臺東縣,681,202212
花蓮縣,679,202212
金門縣,715,202212
連江縣,750,202212
臺北市,759,202301
基隆市,718,202301
新北市,698,202301
宜蘭縣,637,202301
新竹市,658,202301
新竹縣,635,202301
桃園市,642,202301
苗栗縣,648,202301
臺中市,653,202301
彰化縣,616,202301
南投縣,634,202301
嘉義市,606,202301
嘉義縣,605,202301
雲林縣,620,202301
臺南市,661,202301
高雄市,671,202301
澎湖縣,737,202301
屏東縣,639,202301
臺東縣,676,202301
花蓮縣,672,202301
金門縣,715,202301
連江縣,750,202301
臺北市,759,202302
基隆市,722,202302
新北市,697,202302
宜蘭縣,635,202302
新竹市,658,202302
新竹縣,637,202302
桃園市,643,202302
苗栗縣,648,202302
臺中市,654,202302
彰化縣,618,202302
南投縣,632,202302
嘉義市,611,202302
嘉義縣,604,202302
雲林縣,618,202302
臺南市,663,202302
高雄市,672,202302
澎湖縣,739,202302
屏東縣,641,202302
臺東縣,674,202302
花蓮縣,677,202302
金門縣,716,202302
連江縣,750,202302
臺北市,760,202303
基隆市,716,202303
新北市,697,202303
宜蘭縣,635,202303
新竹市,658,202303
新竹縣,635,202303
桃園市,645,202303
苗栗縣,646,202303
臺中市,651,202303
彰化縣,616,202303
南投縣,634,202303
嘉義市,608,202303
嘉義縣,607,202303
雲林縣,619,202303
臺南市,664,202303
高雄市,672,202303
澎湖縣,741,202303
屏東縣,640,202303
臺東縣,677,202303
花蓮縣,677,202303
金門縣,714,202303
連江縣,750,202303
臺北市,764,202304
基隆市,719,202304
新北市,698,202304
宜蘭縣,635,202304
新竹市,658,202304
新竹縣,636,202304
桃園市,640,202304
苗栗縣,648,202304
臺中市,654,202304
彰化縣,616,202304
南投縣,633,202304
嘉義市,610,202304
嘉義縣,607,202304
雲林縣,619,202304
臺南市,664,202304
高雄市,672,202304
澎湖縣,739,202304
屏東縣,642,202304
臺東縣,675,202304
花蓮縣,680,202304
金門縣,718,202304
連江縣,750,202304
臺北市,761,202305
基隆市,716,202305
新北市,699,202305
宜蘭縣,634,202305
新竹市,658,202305
新竹縣,640,202305
桃園市,642,202305
苗栗縣,646,202305
臺中市,652,202305
彰化縣,618,202305
南投縣,632,202305
嘉義市,610,202305
嘉義縣,607,202305
雲林縣,620,202305
臺南市,664,202305
高雄市,674,202305
澎湖縣,738,202305
屏東縣,641,202305
臺東縣,680,202305
花蓮縣,673,202305
金門縣,720,202305
連江縣,750,202305
臺北市,758,202306
基隆市,715,202306
新北市,698,202306
宜蘭縣,638,202306
新竹市,658,202306
新竹縣,638,202306
桃園市,643,202306
苗栗縣,646,202306
臺中市,654,202306
彰化縣,617,202306
南投縣,632,202306
嘉義市,607,202306
嘉義縣,608,202306
雲林縣,621,202306
臺南市,666,202306
高雄市,673,202306
澎湖縣,735,202306
屏東縣,640,202306
臺東縣,681,202306
花蓮縣,675,202306
金門縣,714,202306
連江縣,750,202306
臺北市,761,202307
基隆市,716,202307
新北市,697,202307
宜蘭縣,636,202307
新竹市,658,202307
新竹縣,636,202307
桃園市,644,202307
苗栗縣,647,202307
臺中市,652,202307
彰化縣,618,202307
南投縣,631,202307
嘉義市,614,202307
嘉義縣,607,202307
雲林縣,621,202307
臺南市,666,202307
高雄市,673,202307
澎湖縣,738,202307
屏東縣,642,202307
臺東縣,678,202307
花蓮縣,676,202307
金門縣,720,202307
連江縣,800,202307
臺北市,761,202308
基隆市,721,202308
新北市,697,202308
宜蘭縣,638,202308
新竹市,658,202308
新竹縣,637,202308
桃園市,644,202308
苗栗縣,649,202308
臺中市,653,202308
彰化縣,618,202308
南投縣,631,202308
嘉義市,615,202308
嘉義縣,610,202308
雲林縣,621,202308
臺南市,673,202308
高雄市,675,202308
澎湖縣,741,202308
屏東縣,642,202308
臺東縣,680,202308
花蓮縣,677,202308
金門縣,718,202308
連江縣,800,202308
臺北市,760,202309
基隆市,717,202309
新北市,697,202309
宜蘭縣,640,202309
新竹市,658,202309
新竹縣,635,202309
桃園市,645,202309
苗栗縣,646,202309
臺中市,654,202309
彰化縣,618,202309
南投縣,630,202309
嘉義市,619,202309
嘉義縣,610,202309
雲林縣,620,202309
臺南市,671,202309
高雄市,673,202309
澎湖縣,741,202309
屏東縣,644,202309
臺東縣,681,202309
花蓮縣,675,202309
金門縣,720,202309
連江縣,800,202309
臺北市,761,202310
基隆市,720,202310
新北市,700,202310
宜蘭縣,638,202310
新竹市,658,202310
新竹縣,635,202310
桃園市,643,202310
苗栗縣,650,202310
臺中市,655,202310
彰化縣,618,202310
南投縣,636,202310
嘉義市,618,202310
嘉義縣,613,202310
雲林縣,624,202310
臺南市,673,202310
高雄市,675,202310
澎湖縣,739,202310
屏東縣,644,202310
臺東縣,681,202310
花蓮縣,681,202310
金門縣,716,202310
連江縣,800,202310
臺北市,757,202311
基隆市,716,202311
新北市,699,202311
宜蘭縣,636,202311
新竹市,658,202311
新竹縣,642,202311
桃園市,642,202311
苗栗縣,647,202311
臺中市,657,202311
彰化縣,619,202311
南投縣,636,202311
嘉義市,619,202311
嘉義縣,611,202311
雲林縣,623,202311
臺南市,672,202311
高雄市,676,202311
澎湖縣,740,202311
屏東縣,643,202311
臺東縣,683,202311
花蓮縣,669,202311
金門縣,720,202311
連江縣,815,202311
臺北市,757,202312
基隆市,717,202312
新北市,698,202312
宜蘭縣,638,202312
新竹市,658,202312
新竹縣,637,202312
桃園市,645,202312
苗栗縣,648,202312
臺中市,655,202312
彰化縣,618,202312
南投縣,637,202312
嘉義市,620,202312
嘉義縣,612,202312
雲林縣,624,202312
臺南市,672,202312
高雄市,677,202312
澎湖縣,741,202312
屏東縣,641,202312
臺東縣,685,202312
花蓮縣,671,202312
金門縣,716,202312
連江縣,815,202312
臺北市,763,202401
基隆市,725,202401
新北市,700,202401
宜蘭縣,638,202401
新竹市,663,202401
新竹縣,638,202401
桃園市,643,202401
苗栗縣,649,202401
臺中市,657,202401
彰化縣,619,202401
南投縣,637,202401
嘉義市,617,202401
嘉義縣,615,202401
雲林縣,626,202401
臺南市,675,202401
高雄市,678,202401
澎湖縣,739,202401
屏東縣,643,202401
臺東縣,685,202401
花蓮縣,671,202401
金門縣,720,202401
連江縣,815,202401
臺北市,756,202402
基隆市,720,202402
新北市,700,202402
宜蘭縣,638,202402
新竹市,668,202402
新竹縣,639,202402
桃園市,643,202402
苗栗縣,648,202402
臺中市,653,202402
彰化縣,618,202402
南投縣,633,202402
嘉義市,622,202402
嘉義縣,618,202402
雲林縣,628,202402
臺南市,679,202402
高雄市,678,202402
澎湖縣,741,202402
屏東縣,642,202402
臺東縣,686,202402
花蓮縣,680,202402
金門縣,720,202402
連江縣,815,202402
臺北市,761,202403
基隆市,719,202403
新北市,704,202403
宜蘭縣,642,202403
新竹市,668,202403
新竹縣,644,202403
桃園市,643,202403
苗栗縣,646,202403
臺中市,655,202403
彰化縣,619,202403
南投縣,633,202403
嘉義市,624,202403
嘉義縣,617,202403
雲林縣,630,202403
臺南市,678,202403
高雄市,680,202403
澎湖縣,743,202403
屏東縣,643,202403
臺東縣,684,202403
花蓮縣,676,202403
金門縣,720,202403
連江縣,830,202403
臺北市,758,202404
基隆市,720,202404
新北市,704,202404
宜蘭縣,639,202404
新竹市,668,202404
新竹縣,641,202404
桃園市,643,202404
苗栗縣,647,202404
臺中市,656,202404
彰化縣,620,202404
南投縣,633,202404
嘉義市,620,202404
嘉義縣,616,202404
雲林縣,630,202404
臺南市,682,202404
高雄市,681,202404
澎湖縣,751,202404
屏東縣,644,202404
臺東縣,686,202404
花蓮縣,675,202404
金門縣,720,202404
連江縣,830,202404
臺北市,760,202405
基隆市,720,202405
新北市,705,202405
宜蘭縣,641,202405
新竹市,668,202405
新竹縣,642,202405
桃園市,644,202405
苗栗縣,647,202405
臺中市,655,202405
彰化縣,620,202405
南投縣,630,202405
嘉義市,623,202405
嘉義縣,615,202405
雲林縣,629,202405
臺南市,683,202405
高雄市,682,202405
澎湖縣,750,202405
屏東縣,644,202405
臺東縣,685,202405
花蓮縣,675,202405
金門縣,716,202405
連江縣,830,202405
臺北市,761,202406
基隆市,720,202406
新北市,705,202406
宜蘭縣,639,202406
新竹市,668,202406
新竹縣,646,202406
桃園市,644,202406
苗栗縣,652,202406
臺中市,657,202406
彰化縣,617,202406
南投縣,632,202406
嘉義市,622,202406
嘉義縣,613,202406
雲林縣,630,202406
臺南市,684,202406
高雄市,684,202406
澎湖縣,753,202406
屏東縣,643,202406
臺東縣,689,202406
花蓮縣,677,202406
金門縣,720,202406
連江縣,830,202406
臺北市,760,202407
基隆市,729,202407
新北市,706,202407
宜蘭縣,643,202407
新竹市,665,202407
新竹縣,640,202407
桃園市,644,202407
苗栗縣,652,202407
臺中市,659,202407
彰化縣,618,202407
南投縣,633,202407
嘉義市,623,202407
嘉義縣,614,202407
雲林縣,631,202407
臺南市,685,202407
高雄市,683,202407
澎湖縣,754,202407
屏東縣,642,202407
臺東縣,690,202407
花蓮縣,679,202407
金門縣,720,202407
連江縣,850,202407
臺北市,757,202408
基隆市,724,202408
新北市,705,202408
宜蘭縣,645,202408
新竹市,665,202408
新竹縣,642,202408
桃園市,645,202408
苗栗縣,649,202408
臺中市,659,202408
彰化縣,617,202408
南投縣,631,202408
嘉義市,626,202408
嘉義縣,618,202408
雲林縣,627,202408
臺南市,684,202408
高雄市,683,202408
澎湖縣,750,202408
屏東縣,645,202408
臺東縣,690,202408
花蓮縣,674,202408
金門縣,716,202408
連江縣,850,202408
臺北市,760,202409
基隆市,721,202409
新北市,706,202409
宜蘭縣,646,202409
新竹市,665,202409
新竹縣,650,202409
桃園市,647,202409
苗栗縣,650,202409
臺中市,659,202409
彰化縣,617,202409
南投縣,634,202409
嘉義市,624,202409
嘉義縣,617,202409
雲林縣,632,202409
臺南市,687,202409
高雄市,686,202409
澎湖縣,751,202409
屏東縣,644,202409
臺東縣,688,202409
花蓮縣,676,202409
金門縣,720,202409
連江縣,850,202409
臺北市,759,202410
基隆市,729,202410
新北市,707,202410
宜蘭縣,643,202410
新竹市,668,202410
新竹縣,651,202410
桃園市,649,202410
苗栗縣,649,202410
臺中市,659,202410
彰化縣,617,202410
南投縣,636,202410
嘉義市,625,202410
嘉義縣,614,202410
雲林縣,632,202410
臺南市,687,202410
高雄市,687,202410
澎湖縣,748,202410
屏東縣,643,202410
臺東縣,687,202410
花蓮縣,681,202410
金門縣,720,202410
連江縣,850,202410
臺北市,759,202411
基隆市,729,202411
新北市,706,202411
宜蘭縣,646,202411
新竹市,665,202411
新竹縣,651,202411
桃園市,649,202411
苗栗縣,649,202411
臺中市,661,202411
彰化縣,618,202411
南投縣,636,202411
嘉義市,625,202411
嘉義縣,615,202411
雲林縣,632,202411
臺南市,691,202411
高雄市,687,202411
澎湖縣,753,202411
屏東縣,645,202411
臺東縣,684,202411
花蓮縣,675,202411
金門縣,716,202411
連江縣,850,202411
臺北市,759,202412
基隆市,723,202412
新北市,706,202412
宜蘭縣,647,202412
新竹市,668,202412
新竹縣,652,202412
桃園市,653,202412
苗栗縣,648,202412
臺中市,662,202412
彰化縣,620,202412
南投縣,635,202412
嘉義市,624,202412
嘉義縣,617,202412
雲林縣,634,202412
臺南市,692,202412
高雄市,689,202412
澎湖縣,754,202412
屏東縣,646,202412
臺東縣,688,202412
花蓮縣,674,202412
金門縣,716,202412
連江縣,850,202412
臺北市,762,202501
基隆市,727,202501
新北市,708,202501
宜蘭縣,648,202501
新竹市,668,202501
新竹縣,655,202501
桃園市,652,202501
苗栗縣,651,202501
臺中市,661,202501
彰化縣,622,202501
南投縣,637,202501
嘉義市,626,202501
嘉義縣,618,202501
雲林縣,634,202501
臺南市,692,202501
高雄市,691,202501
澎湖縣,754,202501
屏東縣,649,202501
臺東縣,692,202501
花蓮縣,675,202501
金門縣,716,202501
連江縣,850,202501
臺北市,763,202502
基隆市,727,202502
新北市,710,202502
宜蘭縣,646,202502
新竹市,665,202502
新竹縣,652,202502
桃園市,654,202502
苗栗縣,650,202502
臺中市,662,202502
彰化縣,624,202502
南投縣,642,202502
嘉義市,628,202502
嘉義縣,619,202502
雲林縣,634,202502
臺南市,695,202502
高雄市,694,202502
澎湖縣,754,202502
屏東縣,647,202502
臺東縣,698,202502
花蓮縣,676,202502
金門縣,714,202502
連江縣,850,202502
臺北市,769,202503
基隆市,725,202503
新北市,708,202503
宜蘭縣,648,202503
新竹市,665,202503
新竹縣,652,202503
桃園市,656,202503
苗栗縣,652,202503
臺中市,662,202503
彰化縣,623,202503
南投縣,639,202503
嘉義市,629,202503
嘉義縣,618,202503
雲林縣,635,202503
臺南市,699,202503
高雄市,695,202503
澎湖縣,754,202503
屏東縣,652,202503
臺東縣,696,202503
花蓮縣,678,202503
金門縣,718,202503
連江縣,850,202503
臺北市,768,202504
基隆市,720,202504
新北市,712,202504
宜蘭縣,646,202504
新竹市,665,202504
新竹縣,660,202504
桃園市,655,202504
苗栗縣,656,202504
臺中市,665,202504
彰化縣,624,202504
南投縣,643,202504
嘉義市,627,202504
嘉義縣,620,202504
雲林縣,636,202504
臺南市,699,202504
高雄市,699,202504
澎湖縣,754,202504
屏東縣,651,202504
臺東縣,695,202504
花蓮縣,679,202504
金門縣,718,202504
連江縣,850,202504
