縣市名稱,查報均價(元/20公斤(桶)),查報年分,查報月份
金門縣,716,2023,12
連江縣,815,2023,12
臺北市,763,2024,01
基隆市,725,2024,01
新北市,700,2024,01
宜蘭縣,638,2024,01
新竹市,663,2024,01
新竹縣,638,2024,01
桃園市,643,2024,01
苗栗縣,649,2024,01
臺中市,657,2024,01
彰化縣,619,2024,01
南投縣,637,2024,01
嘉義市,617,2024,01
嘉義縣,615,2024,01
雲林縣,626,2024,01
臺南市,675,2024,01
高雄市,678,2024,01
澎湖縣,739,2024,01
屏東縣,643,2024,01
臺東縣,685,2024,01
花蓮縣,671,2024,01
金門縣,720,2024,01
連江縣,815,2024,01
臺北市,756,2024,02
基隆市,720,2024,02
新北市,700,2024,02
宜蘭縣,638,2024,02
新竹市,668,2024,02
新竹縣,639,2024,02
桃園市,643,2024,02
苗栗縣,648,2024,02
臺中市,653,2024,02
彰化縣,618,2024,02
南投縣,633,2024,02
嘉義市,622,2024,02
嘉義縣,618,2024,02
雲林縣,628,2024,02
臺南市,679,2024,02
高雄市,678,2024,02
澎湖縣,741,2024,02
屏東縣,642,2024,02
臺東縣,686,2024,02
花蓮縣,680,2024,02
金門縣,720,2024,02
連江縣,815,2024,02
臺北市,761,2024,03
基隆市,719,2024,03
新北市,704,2024,03
宜蘭縣,642,2024,03
新竹市,668,2024,03
新竹縣,644,2024,03
桃園市,643,2024,03
苗栗縣,646,2024,03
臺中市,655,2024,03
彰化縣,619,2024,03
南投縣,633,2024,03
嘉義市,624,2024,03
嘉義縣,617,2024,03
雲林縣,630,2024,03
臺南市,678,2024,03
高雄市,680,2024,03
澎湖縣,743,2024,03
屏東縣,643,2024,03
臺東縣,684,2024,03
花蓮縣,676,2024,03
金門縣,720,2024,03
連江縣,830,2024,03
臺北市,758,2024,04
基隆市,720,2024,04
新北市,704,2024,04
宜蘭縣,639,2024,04
新竹市,668,2024,04
新竹縣,641,2024,04
桃園市,643,2024,04
苗栗縣,647,2024,04
臺中市,656,2024,04
彰化縣,620,2024,04
南投縣,633,2024,04
嘉義市,620,2024,04
嘉義縣,616,2024,04
雲林縣,630,2024,04
臺南市,682,2024,04
高雄市,681,2024,04
澎湖縣,751,2024,04
屏東縣,644,2024,04
臺東縣,686,2024,04
花蓮縣,675,2024,04
金門縣,720,2024,04
連江縣,830,2024,04
臺北市,760,2024,05
基隆市,720,2024,05
新北市,705,2024,05
宜蘭縣,641,2024,05
新竹市,668,2024,05
新竹縣,642,2024,05
桃園市,644,2024,05
苗栗縣,647,2024,05
臺中市,655,2024,05
彰化縣,620,2024,05
南投縣,630,2024,05
嘉義市,623,2024,05
嘉義縣,615,2024,05
雲林縣,629,2024,05
臺南市,683,2024,05
高雄市,682,2024,05
澎湖縣,750,2024,05
屏東縣,644,2024,05
臺東縣,685,2024,05
花蓮縣,675,2024,05
金門縣,716,2024,05
連江縣,830,2024,05
臺北市,761,2024,06
基隆市,720,2024,06
新北市,705,2024,06
宜蘭縣,639,2024,06
新竹市,668,2024,06
新竹縣,646,2024,06
桃園市,644,2024,06
苗栗縣,652,2024,06
臺中市,657,2024,06
彰化縣,617,2024,06
南投縣,632,2024,06
嘉義市,622,2024,06
嘉義縣,613,2024,06
雲林縣,630,2024,06
臺南市,684,2024,06
高雄市,684,2024,06
澎湖縣,753,2024,06
屏東縣,643,2024,06
臺東縣,689,2024,06
花蓮縣,677,2024,06
金門縣,720,2024,06
連江縣,830,2024,06
臺北市,760,2024,07
基隆市,729,2024,07
新北市,706,2024,07
宜蘭縣,643,2024,07
新竹市,665,2024,07
新竹縣,640,2024,07
桃園市,644,2024,07
苗栗縣,652,2024,07
臺中市,659,2024,07
彰化縣,618,2024,07
南投縣,633,2024,07
嘉義市,623,2024,07
嘉義縣,614,2024,07
雲林縣,631,2024,07
臺南市,685,2024,07
高雄市,683,2024,07
澎湖縣,754,2024,07
屏東縣,642,2024,07
臺東縣,690,2024,07
花蓮縣,679,2024,07
金門縣,720,2024,07
連江縣,850,2024,07
臺北市,757,2024,08
基隆市,724,2024,08
新北市,705,2024,08
宜蘭縣,645,2024,08
新竹市,665,2024,08
新竹縣,642,2024,08
桃園市,645,2024,08
苗栗縣,649,2024,08
臺中市,659,2024,08
彰化縣,617,2024,08
南投縣,631,2024,08
嘉義市,626,2024,08
嘉義縣,618,2024,08
雲林縣,627,2024,08
臺南市,684,2024,08
高雄市,683,2024,08
澎湖縣,750,2024,08
屏東縣,645,2024,08
臺東縣,690,2024,08
花蓮縣,674,2024,08
金門縣,716,2024,08
連江縣,850,2024,08
臺北市,760,2024,09
基隆市,721,2024,09
新北市,706,2024,09
宜蘭縣,646,2024,09
新竹市,665,2024,09
新竹縣,650,2024,09
桃園市,647,2024,09
苗栗縣,650,2024,09
臺中市,659,2024,09
彰化縣,617,2024,09
南投縣,634,2024,09
嘉義市,624,2024,09
嘉義縣,617,2024,09
雲林縣,632,2024,09
臺南市,687,2024,09
高雄市,686,2024,09
澎湖縣,751,2024,09
屏東縣,644,2024,09
臺東縣,688,2024,09
花蓮縣,676,2024,09
金門縣,720,2024,09
連江縣,850,2024,09
臺北市,759,2024,10
基隆市,729,2024,10
新北市,707,2024,10
宜蘭縣,643,2024,10
新竹市,668,2024,10
新竹縣,651,2024,10
桃園市,649,2024,10
苗栗縣,649,2024,10
臺中市,659,2024,10
彰化縣,617,2024,10
南投縣,636,2024,10
嘉義市,625,2024,10
嘉義縣,614,2024,10
雲林縣,632,2024,10
臺南市,687,2024,10
高雄市,687,2024,10
澎湖縣,748,2024,10
屏東縣,643,2024,10
臺東縣,687,2024,10
花蓮縣,681,2024,10
金門縣,720,2024,10
連江縣,850,2024,10
臺北市,759,2024,11
基隆市,729,2024,11
新北市,706,2024,11
宜蘭縣,646,2024,11
新竹市,665,2024,11
新竹縣,651,2024,11
桃園市,649,2024,11
苗栗縣,649,2024,11
臺中市,661,2024,11
彰化縣,618,2024,11
南投縣,636,2024,11
嘉義市,625,2024,11
嘉義縣,615,2024,11
雲林縣,632,2024,11
臺南市,691,2024,11
高雄市,687,2024,11
澎湖縣,753,2024,11
屏東縣,645,2024,11
臺東縣,684,2024,11
花蓮縣,675,2024,11
金門縣,716,2024,11
連江縣,850,2024,11
臺北市,759,2024,12
基隆市,723,2024,12
新北市,706,2024,12
宜蘭縣,647,2024,12
新竹市,668,2024,12
新竹縣,652,2024,12
桃園市,653,2024,12
苗栗縣,648,2024,12
臺中市,662,2024,12
彰化縣,620,2024,12
南投縣,635,2024,12
嘉義市,624,2024,12
嘉義縣,617,2024,12
雲林縣,634,2024,12
臺南市,692,2024,12
高雄市,689,2024,12
澎湖縣,754,2024,12
屏東縣,646,2024,12
臺東縣,688,2024,12
花蓮縣,674,2024,12
金門縣,716,2024,12
連江縣,850,2024,12
臺北市,762,2025,01
基隆市,727,2025,01
新北市,708,2025,01
宜蘭縣,648,2025,01
新竹市,668,2025,01
新竹縣,655,2025,01
桃園市,652,2025,01
苗栗縣,651,2025,01
臺中市,661,2025,01
彰化縣,622,2025,01
南投縣,637,2025,01
嘉義市,626,2025,01
嘉義縣,618,2025,01
雲林縣,634,2025,01
臺南市,692,2025,01
高雄市,691,2025,01
澎湖縣,754,2025,01
屏東縣,649,2025,01
臺東縣,692,2025,01
花蓮縣,675,2025,01
金門縣,716,2025,01
連江縣,850,2025,01
臺北市,763,2025,02
基隆市,727,2025,02
新北市,710,2025,02
宜蘭縣,646,2025,02
新竹市,665,2025,02
新竹縣,652,2025,02
桃園市,654,2025,02
苗栗縣,650,2025,02
臺中市,662,2025,02
彰化縣,624,2025,02
南投縣,642,2025,02
嘉義市,628,2025,02
嘉義縣,619,2025,02
雲林縣,634,2025,02
臺南市,695,2025,02
高雄市,694,2025,02
澎湖縣,754,2025,02
屏東縣,647,2025,02
臺東縣,698,2025,02
花蓮縣,676,2025,02
金門縣,714,2025,02
連江縣,850,2025,02
臺北市,769,2025,03
基隆市,725,2025,03
新北市,708,2025,03
宜蘭縣,648,2025,03
新竹市,665,2025,03
新竹縣,652,2025,03
桃園市,656,2025,03
苗栗縣,652,2025,03
臺中市,662,2025,03
彰化縣,623,2025,03
南投縣,639,2025,03
嘉義市,629,2025,03
嘉義縣,618,2025,03
雲林縣,635,2025,03
臺南市,699,2025,03
高雄市,695,2025,03
澎湖縣,754,2025,03
屏東縣,652,2025,03
臺東縣,696,2025,03
花蓮縣,678,2025,03
金門縣,718,2025,03
連江縣,850,2025,03
臺北市,768,2025,04
基隆市,720,2025,04
新北市,712,2025,04
宜蘭縣,646,2025,04
新竹市,665,2025,04
新竹縣,660,2025,04
桃園市,655,2025,04
苗栗縣,656,2025,04
臺中市,665,2025,04
彰化縣,624,2025,04
南投縣,643,2025,04
嘉義市,627,2025,04
嘉義縣,620,2025,04
雲林縣,636,2025,04
臺南市,699,2025,04
高雄市,699,2025,04
澎湖縣,754,2025,04
屏東縣,651,2025,04
臺東縣,695,2025,04
花蓮縣,679,2025,04
金門縣,718,2025,04
連江縣,850,2025,04
